Run	Fitness1	Solution1	Fitness2	Solution2
7	0.0000000000004065	[0.00000058194896985,0.00000010348197618,0.00000023904845318]	0.0000000000004065	[0.00000058194896985,0.00000010348197618,0.00000023904845318]
7	0.0000000000004065	[0.00000058194896985,0.00000010348197618,0.00000023904845318]	0.0000000000006299	[-0.00000018518028887,0.00000022897197533,-0.00000073697563932]
7	0.0000000000006299	[-0.00000018518028887,0.00000022897197533,-0.00000073697563932]	0.0000000000005358	[-0.00000011215923897,0.00000031273238873,0.00000065221109127]
7	0.0000000000005358	[-0.00000011215923897,0.00000031273238873,0.00000065221109127]	0.0000000000004137	[-0.00000048561902389,0.00000027421257037,0.00000032047220625]
7	0.0000000000004137	[-0.00000048561902389,0.00000027421257037,0.00000032047220625]	0.0000000000006142	[0.00000064622934567,0.00000004988160905,-0.00000044061570525]
7	0.0000000000006142	[0.00000064622934567,0.00000004988160905,-0.00000044061570525]	0.0000000000002743	[-0.00000044062276081,0.00000023669231338,-0.00000015529270466]
8	0.0000000000001226	[-0.00000025781884281,-0.00000019703808281,0.00000013145025562]	0.0000000000012435	[-0.00000060763366712,0.00000020391600061,0.00000091252660098]
8	0.0000000000012435	[-0.00000060763366712,0.00000020391600061,0.00000091252660098]	0.0000000000009523	[0.00000022333511294,0.00000035963456986,-0.00000087925486565]
8	0.0000000000009523	[0.00000022333511294,0.00000035963456986,-0.00000087925486565]	0.0000000000000305	[-0.00000012419912094,-0.00000011798696638,-0.00000003460707744]
8	0.0000000000000305	[-0.00000012419912094,-0.00000011798696638,-0.00000003460707744]	0.0000000000002888	[0.00000045481736823,0.00000025940805147,-0.00000012093645532]
8	0.0000000000002888	[0.00000045481736823,0.00000025940805147,-0.00000012093645532]	0.0000000000001683	[-0.00000026077718971,0.00000011899995638,0.00000029351360901]
8	0.0000000000001683	[-0.00000026077718971,0.00000011899995638,0.00000029351360901]	0.0000000000001529	[0.00000004241230900,0.00000028875177906,-0.00000026030023737]
8	0.0000000000001529	[0.00000004241230900,0.00000028875177906,-0.00000026030023737]	0.0000000000001067	[0.00000003976195434,-0.00000014178866040,-0.00000029149081381]
8	0.0000000000001067	[0.00000003976195434,-0.00000014178866040,-0.00000029149081381]	0.0000000000001170	[-0.00000025366367714,-0.00000015990657722,0.00000016448403977]
8	0.0000000000001170	[-0.00000025366367714,-0.00000015990657722,0.00000016448403977]	0.0000000000005695	[-0.00000054931454543,0.00000027209059325,-0.00000044011885283]
8	0.0000000000005695	[-0.00000054931454543,0.00000027209059325,-0.00000044011885283]	0.0000000000002077	[-0.00000017450581182,0.00000022079870872,-0.00000035845281676]
9	0.0000000000000367	[0.00000010490530843,0.00000014679195490,-0.00000006402416053]	0.0000000000002314	[0.00000036977112461,0.00000021840963818,0.00000021666775120]
9	0.0000000000002314	[0.00000036977112461,0.00000021840963818,0.00000021666775120]	0.0000000000000817	[0.00000015480392801,0.00000002420692907,-0.00000023901210101]
9	0.0000000000000817	[0.00000015480392801,0.00000002420692907,-0.00000023901210101]	0.0000000000000607	[0.00000010202283051,-0.00000021380813006,0.00000006734565581]
9	0.0000000000000607	[0.00000010202283051,-0.00000021380813006,0.00000006734565581]	0.0000000000000054	[0.00000000886822414,0.00000005899536928,0.00000004310458730]
9	0.0000000000000054	[0.00000000886822414,0.00000005899536928,0.00000004310458730]	0.0000000000000754	[0.00000009918539094,0.00000016445472728,0.00000019631356951]
9	0.0000000000000754	[0.00000009918539094,0.00000016445472728,0.00000019631356951]	0.0000000000000146	[-0.00000008010277197,0.00000000217385521,-0.00000009052370268]
9	0.0000000000000146	[-0.00000008010277197,0.00000000217385521,-0.00000009052370268]	0.0000000000000776	[-0.00000027297292242,0.00000001555212676,-0.00000005303148826]
9	0.0000000000000776	[-0.00000027297292242,0.00000001555212676,-0.00000005303148826]	0.0000000000000230	[0.00000014640221333,0.00000003376283731,0.00000002122303022]
9	0.0000000000000230	[0.00000014640221333,0.00000003376283731,0.00000002122303022]	0.0000000000000393	[-0.00000009238349416,0.00000011638168514,-0.00000013131941342]
9	0.0000000000000393	[-0.00000009238349416,0.00000011638168514,-0.00000013131941342]	0.0000000000000367	[0.00000010490530843,0.00000014679195490,-0.00000006402416053]
10	0.0000000001259838	[0.00000544997966704,0.00000939024014414,0.00000284691474056]	0.0000000000929205	[0.00000684080314262,-0.00000665962865860,-0.00000133165347998]
10	0.0000000000929205	[0.00000684080314262,-0.00000665962865860,-0.00000133165347998]	0.0000000001868047	[0.00001151527812234,0.00000658804167343,0.00000328644732752]
10	0.0000000001868047	[0.00001151527812234,0.00000658804167343,0.00000328644732752]	0.0000000001266103	[0.00000175091588280,0.00000494809008425,-0.00000995293999676]
10	0.0000000001266103	[0.00000175091588280,0.00000494809008425,-0.00000995293999676]	0.0000000001633753	[0.00001182535257725,-0.00000149124714331,0.00000461654507434]
10	0.0000000001633753	[0.00001182535257725,-0.00000149124714331,0.00000461654507434]	0.0000000000915178	[0.00000684080314262,-0.00000655346287261,-0.00000133165347998]
10	0.0000000000915178	[0.00000684080314262,-0.00000655346287261,-0.00000133165347998]	0.0000000001202248	[0.00000177718737865,-0.00000814430319575,-0.00000712297030340]
10	0.0000000001202248	[0.00000177718737865,-0.00000814430319575,-0.00000712297030340]	0.0000000000974770	[-0.00000182128784698,-0.00000211990874613,-0.00000946920885484]
10	0.0000000000974770	[-0.00000182128784698,-0.00000211990874613,-0.00000946920885484]	0.0000000001057591	[0.00000877792821131,-0.00000138702188860,-0.00000517525588705]
10	0.0000000001057591	[0.00000877792821131,-0.00000138702188860,-0.00000517525588705]	0.0000000001966824	[-0.00001195642960047,0.00000099062055031,-0.00000726256549685]
10	0.0000000001966824	[-0.00001195642960047,0.00000099062055031,-0.00000726256549685]	0.0000000000629442	[-0.00000388561651149,0.00000329467485045,-0.00000608204458710]
