Run	Fitness1	Solution1	Fitness2	Solution2
16	0.000000	[47.701122,45.222226,46.883549]	0.000000	[45.902035,46.956673,48.561665]
16	0.000000	[45.902035,46.956673,48.561665]	0.000000	[46.676419,46.858245,45.535621]
16	0.000000	[46.676419,46.858245,45.535621]	0.000000	[47.013375,48.059157,44.287778]
16	0.000000	[47.013375,48.059157,44.287778]	0.000000	[47.308715,47.122662,47.525196]
16	0.000000	[47.308715,47.122662,47.525196]	0.000000	[50.702141,48.797200,45.344072]
16	0.000000	[50.702141,48.797200,45.344072]	0.000000	[44.490710,45.765393,46.913780]
16	0.000000	[44.490710,45.765393,46.913780]	0.000000	[44.457199,46.126730,49.040793]
16	0.000000	[44.457199,46.126730,49.040793]	0.000000	[48.172781,46.323520,47.051594]
16	0.000000	[48.172781,46.323520,47.051594]	0.000000	[48.692917,49.200621,46.523464]
16	0.000000	[48.692917,49.200621,46.523464]	0.000000	[49.656052,46.134509,47.401030]
16	0.000000	[49.656052,46.134509,47.401030]	0.000000	[44.565057,45.291276,46.976845]
16	0.000000	[44.565057,45.291276,46.976845]	0.000000	[48.188037,48.159494,47.680504]
16	0.000000	[48.188037,48.159494,47.680504]	0.000000	[46.714506,46.297943,49.137861]
16	0.000000	[46.714506,46.297943,49.137861]	0.000000	[47.175643,46.423273,47.369888]
16	0.000000	[47.175643,46.423273,47.369888]	0.000000	[48.262645,44.427132,47.615546]
16	0.000000	[48.262645,44.427132,47.615546]	0.000000	[44.957717,46.303162,46.320848]
16	0.000000	[44.957717,46.303162,46.320848]	0.000000	[46.567967,47.670924,48.236935]
16	0.000000	[46.567967,47.670924,48.236935]	0.000000	[46.687430,46.674212,47.062449]
17	0.000000	[45.309899,49.411497,40.360978]	0.000000	[41.238536,48.997875,41.239382]
17	0.000000	[41.238536,48.997875,41.239382]	0.000000	[56.994650,44.795770,46.072607]
17	0.000000	[56.994650,44.795770,46.072607]	0.000000	[49.309774,45.198376,49.188525]
17	0.000000	[49.309774,45.198376,49.188525]	0.000000	[47.121812,44.570763,51.257573]
17	0.000000	[47.121812,44.570763,51.257573]	0.000000	[46.892311,43.081404,42.147269]
17	0.000000	[46.892311,43.081404,42.147269]	0.000000	[52.085641,45.104883,45.819711]
17	0.000000	[52.085641,45.104883,45.819711]	0.000000	[49.609039,45.633095,47.871179]
17	0.000000	[49.609039,45.633095,47.871179]	0.000000	[52.294280,45.315344,52.296503]
17	0.000000	[52.294280,45.315344,52.296503]	0.000000	[42.388676,50.721446,46.865412]
17	0.000000	[42.388676,50.721446,46.865412]	0.000000	[48.310173,50.197932,43.987118]
17	0.000000	[48.310173,50.197932,43.987118]	0.000000	[45.552407,41.692984,46.059285]
17	0.000000	[45.552407,41.692984,46.059285]	0.000000	[39.852612,50.059606,41.464093]
17	0.000000	[39.852612,50.059606,41.464093]	0.000000	[45.780669,45.191505,47.985618]
17	0.000000	[45.780669,45.191505,47.985618]	0.000000	[46.700317,46.497518,44.379194]
17	0.000000	[46.700317,46.497518,44.379194]	0.000000	[42.956792,50.108179,46.923387]
17	0.000000	[42.956792,50.108179,46.923387]	0.000000	[47.511911,45.621423,44.462016]
17	0.000000	[47.511911,45.621423,44.462016]	0.000000	[40.920933,49.134245,42.502932]
17	0.000000	[40.920933,49.134245,42.502932]	0.000000	[49.479530,39.795417,49.334911]
17	0.000000	[49.479530,39.795417,49.334911]	0.000000	[48.371841,44.051322,48.084507]
17	0.000000	[48.371841,44.051322,48.084507]	0.000000	[51.134860,46.566908,52.178186]
18	0.000000	[44.116352,54.699044,53.179013]	0.000000	[44.745092,42.514316,49.338049]
18	0.000000	[44.745092,42.514316,49.338049]	0.000000	[57.913651,37.051967,42.986412]
18	0.000000	[57.913651,37.051967,42.986412]	0.000000	[50.190294,60.155167,43.017486]
18	0.000000	[50.190294,60.155167,43.017486]	0.000000	[47.680702,52.674702,56.187717]
18	0.000000	[47.680702,52.674702,56.187717]	0.000000	[43.780075,60.086360,52.255026]
18	0.000000	[43.780075,60.086360,52.255026]	0.000000	[43.095408,48.874189,36.810730]
18	0.000000	[43.095408,48.874189,36.810730]	0.000000	[47.274614,50.303452,52.248113]
18	0.000000	[47.274614,50.303452,52.248113]	0.000000	[43.156262,32.969925,47.764941]
18	0.000000	[43.156262,32.969925,47.764941]	0.000000	[54.025247,44.160868,50.336159]
18	0.000000	[54.025247,44.160868,50.336159]	0.000000	[44.309075,37.704336,50.306214]
18	0.000000	[44.309075,37.704336,50.306214]	0.000000	[42.059418,53.157737,53.045642]
18	0.000000	[42.059418,53.157737,53.045642]	0.000000	[49.297486,56.974511,53.537463]
18	0.000000	[49.297486,56.974511,53.537463]	0.000000	[41.074547,43.266986,31.326768]
18	0.000000	[41.074547,43.266986,31.326768]	0.000000	[36.071494,40.448831,39.658523]
18	0.000000	[36.071494,40.448831,39.658523]	0.000000	[57.604786,53.160882,48.903142]
18	0.000000	[57.604786,53.160882,48.903142]	0.000000	[50.977424,44.428691,44.976410]
18	0.000000	[50.977424,44.428691,44.976410]	0.000000	[48.387675,50.676374,41.491784]
18	0.000000	[48.387675,50.676374,41.491784]	0.000000	[52.653689,42.957016,37.323464]
18	0.000000	[52.653689,42.957016,37.323464]	0.000000	[39.315619,52.102495,37.213244]
18	0.000000	[39.315619,52.102495,37.213244]	0.000000	[46.033885,51.076057,37.001261]
19	0.000000	[81.507750,43.266867,47.899262]	0.000000	[31.507523,0.000000,49.283448]
19	0.000000	[31.507523,0.000000,49.283448]	0.000000	[100.000000,79.348927,43.089001]
19	0.000000	[100.000000,79.348927,43.089001]	0.000000	[63.305226,37.710214,50.986579]
19	0.000000	[63.305226,37.710214,50.986579]	0.000000	[26.626279,31.449833,78.338283]
19	0.000000	[26.626279,31.449833,78.338283]	0.000000	[5.420988,79.530645,70.093335]
19	0.000000	[5.420988,79.530645,70.093335]	0.000000	[53.809858,26.352915,29.911982]
19	0.000000	[53.809858,26.352915,29.911982]	0.000000	[36.793087,52.173419,16.508751]
19	0.000000	[36.793087,52.173419,16.508751]	0.000000	[16.947567,50.989223,38.912619]
19	0.000000	[16.947567,50.989223,38.912619]	0.000000	[46.802878,6.592260,41.283683]
19	0.000000	[46.802878,6.592260,41.283683]	0.000000	[43.110845,31.128608,48.374552]
19	0.000000	[43.110845,31.128608,48.374552]	0.000000	[63.840622,34.420593,58.507361]
19	0.000000	[63.840622,34.420593,58.507361]	0.000000	[86.854606,37.251320,8.181248]
19	0.000000	[86.854606,37.251320,8.181248]	0.000000	[31.814439,54.554486,12.469089]
19	0.000000	[31.814439,54.554486,12.469089]	0.000000	[58.792497,51.565075,37.163631]
19	0.000000	[58.792497,51.565075,37.163631]	0.000000	[28.913448,68.398132,46.615318]
19	0.000000	[28.913448,68.398132,46.615318]	0.000000	[21.309395,57.864422,33.725741]
19	0.000000	[21.309395,57.864422,33.725741]	0.000000	[32.160296,75.904235,30.059706]
19	0.000000	[32.160296,75.904235,30.059706]	0.000000	[18.661823,54.912885,40.050122]
19	0.000000	[18.661823,54.912885,40.050122]	0.000000	[8.756877,41.362488,31.135218]
19	0.000000	[8.756877,41.362488,31.135218]	0.000000	[58.503863,70.632592,53.664323]
20	0.000000	[48.306949,44.291499,47.978101]	0.000000	[47.170642,47.501942,46.797210]
20	0.000000	[47.170642,47.501942,46.797210]	0.000000	[50.040016,46.260393,45.987355]
20	0.000000	[50.040016,46.260393,45.987355]	0.000000	[50.740035,44.610249,45.314198]
20	0.000000	[50.740035,44.610249,45.314198]	0.000000	[45.338698,45.805729,45.338503]
20	0.000000	[45.338698,45.805729,45.338503]	0.000000	[48.074698,50.602457,41.141645]
20	0.000000	[48.074698,50.602457,41.141645]	0.000000	[50.667445,43.762606,48.046887]
20	0.000000	[50.667445,43.762606,48.046887]	0.000000	[48.280138,44.147126,47.953267]
20	0.000000	[48.280138,44.147126,47.953267]	0.000000	[49.299012,45.004397,45.760527]
20	0.000000	[49.299012,45.004397,45.760527]	0.000000	[46.081024,47.178326,48.325046]
20	0.000000	[46.081024,47.178326,48.325046]	0.000000	[48.556835,49.991032,45.481124]
20	0.000000	[48.556835,49.991032,45.481124]	0.000000	[48.032352,48.507870,43.717045]
20	0.000000	[48.032352,48.507870,43.717045]	0.000000	[48.178009,47.091180,46.315743]
20	0.000000	[48.178009,47.091180,46.315743]	0.000000	[47.257377,50.821445,46.806220]
20	0.000000	[47.257377,50.821445,46.806220]	0.000000	[48.858811,47.840328,46.013055]
20	0.000000	[48.858811,47.840328,46.013055]	0.000000	[47.808973,48.516847,47.193390]
20	0.000000	[47.808973,48.516847,47.193390]	0.000000	[50.214937,50.250066,44.239471]
20	0.000000	[50.214937,50.250066,44.239471]	0.000000	[51.890737,44.199555,47.133622]
20	0.000000	[51.890737,44.199555,47.133622]	0.000000	[48.809000,46.159498,46.231737]
20	0.000000	[48.809000,46.159498,46.231737]	0.000000	[49.706249,43.324632,46.198895]
20	0.000000	[49.706249,43.324632,46.198895]	0.000000	[49.291722,49.517468,44.654889]
21	0.000000	[46.094929,47.137401,47.677356]	0.000000	[46.133154,47.359537,45.723306]
21	0.000000	[46.133154,47.359537,45.723306]	0.000000	[46.168371,46.308792,45.838076]
21	0.000000	[46.168371,46.308792,45.838076]	0.000000	[45.773031,46.940179,46.180653]
21	0.000000	[45.773031,46.940179,46.180653]	0.000000	[47.027935,47.016908,46.635191]
21	0.000000	[47.027935,47.016908,46.635191]	0.000000	[47.685513,47.304911,46.693992]
21	0.000000	[47.685513,47.304911,46.693992]	0.000000	[46.841178,48.473204,46.462394]
21	0.000000	[46.841178,48.473204,46.462394]	0.000000	[46.069948,46.405930,46.198162]
21	0.000000	[46.069948,46.405930,46.198162]	0.000000	[46.745514,47.128869,48.256551]
21	0.000000	[46.745514,47.128869,48.256551]	0.000000	[46.584402,47.452297,46.884252]
21	0.000000	[46.584402,47.452297,46.884252]	0.000000	[46.468378,47.548783,47.543322]
21	0.000000	[46.468378,47.548783,47.543322]	0.000000	[47.171861,47.338802,47.849869]
21	0.000000	[47.171861,47.338802,47.849869]	0.000000	[47.655415,47.726853,46.305428]
21	0.000000	[47.655415,47.726853,46.305428]	0.000000	[48.248549,46.811975,45.893320]
21	0.000000	[48.248549,46.811975,45.893320]	0.000000	[47.332105,48.525415,47.081471]
21	0.000000	[47.332105,48.525415,47.081471]	0.000000	[47.131416,46.810207,47.389138]
21	0.000000	[47.131416,46.810207,47.389138]	0.000000	[46.772980,46.992435,45.514780]
21	0.000000	[46.772980,46.992435,45.514780]	0.000000	[47.678543,47.405434,46.962490]
21	0.000000	[47.678543,47.405434,46.962490]	0.000000	[45.816028,46.337404,46.735745]
21	0.000000	[45.816028,46.337404,46.735745]	0.000000	[47.736632,46.436821,47.360473]
21	0.000000	[47.736632,46.436821,47.360473]	0.000000	[46.703120,47.267637,48.770961]
22	0.000000	[47.390308,45.568787,46.180045]	0.000000	[48.840340,47.027215,44.665162]
22	0.000000	[48.840340,47.027215,44.665162]	0.000000	[49.210099,47.417912,44.908477]
22	0.000000	[49.210099,47.417912,44.908477]	0.000000	[48.880901,46.863503,46.871260]
22	0.000000	[48.880901,46.863503,46.871260]	0.000000	[46.900607,45.379617,46.783795]
22	0.000000	[46.900607,45.379617,46.783795]	0.000000	[47.064873,47.691342,49.498013]
22	0.000000	[47.064873,47.691342,49.498013]	0.000000	[46.361694,46.472404,45.979727]
22	0.000000	[46.361694,46.472404,45.979727]	0.000000	[48.221500,47.182290,45.539783]
22	0.000000	[48.221500,47.182290,45.539783]	0.000000	[47.329621,45.603564,47.577366]
22	0.000000	[47.329621,45.603564,47.577366]	0.000000	[46.627888,48.980584,46.988580]
22	0.000000	[46.627888,48.980584,46.988580]	0.000000	[48.569043,46.838482,47.417655]
22	0.000000	[48.569043,46.838482,47.417655]	0.000000	[47.806254,48.388044,46.360687]
22	0.000000	[47.806254,48.388044,46.360687]	0.000000	[48.528561,46.617934,48.124276]
22	0.000000	[48.528561,46.617934,48.124276]	0.000000	[47.051928,45.801027,49.068769]
22	0.000000	[47.051928,45.801027,49.068769]	0.000000	[46.449154,46.667511,44.692385]
22	0.000000	[46.449154,46.667511,44.692385]	0.000000	[47.110298,45.099334,47.099419]
22	0.000000	[47.110298,45.099334,47.099419]	0.000000	[48.143941,45.671169,46.438274]
22	0.000000	[48.143941,45.671169,46.438274]	0.000000	[47.270685,47.429878,47.199166]
22	0.000000	[47.270685,47.429878,47.199166]	0.000000	[46.336683,45.984662,48.084709]
22	0.000000	[46.336683,45.984662,48.084709]	0.000000	[46.599629,46.445606,46.562909]
22	0.000000	[46.599629,46.445606,46.562909]	0.000000	[48.564292,47.314709,45.117158]
23	0.000000	[56.323704,48.556717,43.255533]	0.000000	[46.565527,53.441601,33.539129]
23	0.000000	[46.565527,53.441601,33.539129]	0.000000	[45.038618,43.696864,44.019826]
23	0.000000	[45.038618,43.696864,44.019826]	0.000000	[52.132443,42.170322,32.253310]
23	0.000000	[52.132443,42.170322,32.253310]	0.000000	[60.258676,33.347174,45.400373]
23	0.000000	[60.258676,33.347174,45.400373]	0.000000	[45.674928,52.754453,37.793452]
23	0.000000	[45.674928,52.754453,37.793452]	0.000000	[56.573724,37.413394,41.093270]
23	0.000000	[56.573724,37.413394,41.093270]	0.000000	[41.991736,45.901811,26.473824]
23	0.000000	[41.991736,45.901811,26.473824]	0.000000	[31.518623,65.663410,57.253542]
23	0.000000	[31.518623,65.663410,57.253542]	0.000000	[39.004951,45.102937,55.060400]
23	0.000000	[39.004951,45.102937,55.060400]	0.000000	[64.433965,45.800322,47.300460]
23	0.000000	[64.433965,45.800322,47.300460]	0.000000	[39.695716,57.914966,53.183238]
23	0.000000	[39.695716,57.914966,53.183238]	0.000000	[47.324873,58.178364,55.493111]
23	0.000000	[47.324873,58.178364,55.493111]	0.000000	[54.908254,51.918201,60.986211]
23	0.000000	[54.908254,51.918201,60.986211]	0.000000	[34.022013,47.312663,42.575513]
23	0.000000	[34.022013,47.312663,42.575513]	0.000000	[51.033654,48.467360,53.314861]
23	0.000000	[51.033654,48.467360,53.314861]	0.000000	[45.574712,55.794640,45.950603]
23	0.000000	[45.574712,55.794640,45.950603]	0.000000	[35.870435,45.879788,31.772350]
23	0.000000	[35.870435,45.879788,31.772350]	0.000000	[40.688014,45.541626,41.469105]
23	0.000000	[40.688014,45.541626,41.469105]	0.000000	[42.741984,44.066430,35.346403]
23	0.000000	[42.741984,44.066430,35.346403]	0.000000	[60.064563,42.462373,38.520313]
24	0.000000	[47.900688,48.025322,45.028783]	0.000000	[48.506786,46.154853,41.986517]
24	0.000000	[48.506786,46.154853,41.986517]	0.000000	[47.714854,47.217090,47.690850]
24	0.000000	[47.714854,47.217090,47.690850]	0.000000	[47.408347,47.085930,49.537495]
24	0.000000	[47.408347,47.085930,49.537495]	0.000000	[44.429124,50.185767,54.279931]
24	0.000000	[44.429124,50.185767,54.279931]	0.000000	[48.018687,44.280523,46.143440]
24	0.000000	[48.018687,44.280523,46.143440]	0.000000	[47.602680,46.569804,47.133763]
24	0.000000	[47.602680,46.569804,47.133763]	0.000000	[48.851356,45.248814,48.505284]
24	0.000000	[48.851356,45.248814,48.505284]	0.000000	[48.688484,48.703306,46.524386]
24	0.000000	[48.688484,48.703306,46.524386]	0.000000	[51.348071,44.358703,49.234472]
24	0.000000	[51.348071,44.358703,49.234472]	0.000000	[48.039211,44.335171,49.388136]
24	0.000000	[48.039211,44.335171,49.388136]	0.000000	[48.105632,49.763543,43.599034]
24	0.000000	[48.105632,49.763543,43.599034]	0.000000	[45.519383,45.105672,48.535883]
24	0.000000	[45.519383,45.105672,48.535883]	0.000000	[44.962872,45.427088,41.945836]
24	0.000000	[44.962872,45.427088,41.945836]	0.000000	[48.762886,47.875008,45.872546]
24	0.000000	[48.762886,47.875008,45.872546]	0.000000	[50.717207,47.109463,47.574314]
24	0.000000	[50.717207,47.109463,47.574314]	0.000000	[47.914920,49.563816,47.076581]
24	0.000000	[47.914920,49.563816,47.076581]	0.000000	[46.333805,46.507630,50.384434]
24	0.000000	[46.333805,46.507630,50.384434]	0.000000	[49.867979,46.645708,45.083695]
24	0.000000	[49.867979,46.645708,45.083695]	0.000000	[46.132705,48.750028,47.447010]
24	0.000000	[46.132705,48.750028,47.447010]	0.000000	[46.982622,45.996653,43.237896]
25	0.000000	[47.237059,43.184802,45.737493]	0.000000	[45.499317,49.228838,53.601291]
25	0.000000	[45.499317,49.228838,53.601291]	0.000000	[46.474727,47.934325,52.024684]
25	0.000000	[46.474727,47.934325,52.024684]	0.000000	[45.137489,52.701196,45.839703]
25	0.000000	[45.137489,52.701196,45.839703]	0.000000	[42.981420,44.275643,47.450764]
25	0.000000	[42.981420,44.275643,47.450764]	0.000000	[43.367443,49.230832,48.625270]
25	0.000000	[43.367443,49.230832,48.625270]	0.000000	[48.490850,44.583247,37.502459]
25	0.000000	[48.490850,44.583247,37.502459]	0.000000	[50.954364,45.214730,49.673210]
25	0.000000	[50.954364,45.214730,49.673210]	0.000000	[42.627617,45.719261,48.683812]
25	0.000000	[42.627617,45.719261,48.683812]	0.000000	[47.016834,41.527047,48.359371]
25	0.000000	[47.016834,41.527047,48.359371]	0.000000	[48.756883,44.597330,44.502410]
25	0.000000	[48.756883,44.597330,44.502410]	0.000000	[48.768609,44.001240,52.566253]
25	0.000000	[48.768609,44.001240,52.566253]	0.000000	[49.702918,48.477918,43.616953]
25	0.000000	[49.702918,48.477918,43.616953]	0.000000	[48.775296,43.616982,49.357053]
25	0.000000	[48.775296,43.616982,49.357053]	0.000000	[48.760920,46.777830,46.353224]
25	0.000000	[48.760920,46.777830,46.353224]	0.000000	[44.220452,46.704898,45.500867]
25	0.000000	[44.220452,46.704898,45.500867]	0.000000	[41.865725,45.630968,46.829542]
25	0.000000	[41.865725,45.630968,46.829542]	0.000000	[47.348588,48.087474,49.046598]
25	0.000000	[47.348588,48.087474,49.046598]	0.000000	[42.472238,47.464074,42.954973]
25	0.000000	[42.472238,47.464074,42.954973]	0.000000	[48.645491,47.794132,49.951898]
25	0.000000	[48.645491,47.794132,49.951898]	0.000000	[46.555113,47.221450,48.590005]
26	0.000000	[46.186717,46.516301,46.167314]	0.000000	[46.611115,48.471621,45.643681]
26	0.000000	[46.611115,48.471621,45.643681]	0.000000	[46.501664,47.434645,46.759941]
26	0.000000	[46.501664,47.434645,46.759941]	0.000000	[48.563984,47.155126,46.442199]
26	0.000000	[48.563984,47.155126,46.442199]	0.000000	[47.555071,46.800312,45.913906]
26	0.000000	[47.555071,46.800312,45.913906]	0.000000	[46.960270,46.235691,47.547903]
26	0.000000	[46.960270,46.235691,47.547903]	0.000000	[45.159103,46.750297,47.186604]
26	0.000000	[45.159103,46.750297,47.186604]	0.000000	[47.355932,46.805769,46.620921]
26	0.000000	[47.355932,46.805769,46.620921]	0.000000	[47.101228,47.982184,46.798510]
26	0.000000	[47.101228,47.982184,46.798510]	0.000000	[47.317215,47.054173,48.358105]
26	0.000000	[47.317215,47.054173,48.358105]	0.000000	[45.875911,47.730043,47.563230]
26	0.000000	[45.875911,47.730043,47.563230]	0.000000	[46.467399,45.492166,47.184475]
26	0.000000	[46.467399,45.492166,47.184475]	0.000000	[45.956962,47.940592,46.991007]
26	0.000000	[45.956962,47.940592,46.991007]	0.000000	[46.394989,47.733814,46.428704]
26	0.000000	[46.394989,47.733814,46.428704]	0.000000	[46.697200,47.458496,45.082176]
26	0.000000	[46.697200,47.458496,45.082176]	0.000000	[48.309528,45.150439,47.428249]
26	0.000000	[48.309528,45.150439,47.428249]	0.000000	[46.803408,46.183641,46.975374]
26	0.000000	[46.803408,46.183641,46.975374]	0.000000	[46.893677,46.741601,45.794189]
26	0.000000	[46.893677,46.741601,45.794189]	0.000000	[45.935256,47.162563,48.685250]
26	0.000000	[45.935256,47.162563,48.685250]	0.000000	[47.685709,47.522764,47.592791]
26	0.000000	[47.685709,47.522764,47.592791]	0.000000	[45.821795,47.582868,46.150043]
27	0.000000	[49.468873,45.593906,48.750805]	0.000000	[39.037831,42.938689,47.337383]
27	0.000000	[39.037831,42.938689,47.337383]	0.000000	[47.044928,46.457435,40.967885]
27	0.000000	[47.044928,46.457435,40.967885]	0.000000	[47.582073,43.823055,45.910223]
27	0.000000	[47.582073,43.823055,45.910223]	0.000000	[46.238471,45.135400,48.223662]
27	0.000000	[46.238471,45.135400,48.223662]	0.000000	[43.770617,45.044464,46.658165]
27	0.000000	[43.770617,45.044464,46.658165]	0.000000	[45.670781,46.456468,49.975403]
27	0.000000	[45.670781,46.456468,49.975403]	0.000000	[48.874857,47.375945,41.644400]
27	0.000000	[48.874857,47.375945,41.644400]	0.000000	[50.196257,45.135212,46.876674]
27	0.000000	[50.196257,45.135212,46.876674]	0.000000	[47.025017,44.713847,46.290267]
27	0.000000	[47.025017,44.713847,46.290267]	0.000000	[44.848916,45.858428,53.510571]
27	0.000000	[44.848916,45.858428,53.510571]	0.000000	[45.403909,43.632077,45.659153]
27	0.000000	[45.403909,43.632077,45.659153]	0.000000	[45.131482,45.224395,45.422692]
27	0.000000	[45.131482,45.224395,45.422692]	0.000000	[46.917529,44.272176,46.410986]
27	0.000000	[46.917529,44.272176,46.410986]	0.000000	[44.190960,46.143037,47.042099]
27	0.000000	[44.190960,46.143037,47.042099]	0.000000	[46.939475,44.291628,48.444066]
27	0.000000	[46.939475,44.291628,48.444066]	0.000000	[43.125828,43.863509,46.290668]
27	0.000000	[43.125828,43.863509,46.290668]	0.000000	[45.949467,45.934788,48.011261]
27	0.000000	[45.949467,45.934788,48.011261]	0.000000	[51.621791,45.345773,49.844440]
27	0.000000	[51.621791,45.345773,49.844440]	0.000000	[45.780951,51.862575,48.638934]
27	0.000000	[45.780951,51.862575,48.638934]	0.000000	[49.218683,45.656063,48.098590]
28	0.000000	[48.551950,48.759105,45.626544]	0.000000	[47.103746,44.826189,48.338312]
28	0.000000	[47.103746,44.826189,48.338312]	0.000000	[46.398003,46.332166,46.135401]
28	0.000000	[46.398003,46.332166,46.135401]	0.000000	[47.659085,47.013051,48.426657]
28	0.000000	[47.659085,47.013051,48.426657]	0.000000	[46.192851,48.337377,46.976784]
28	0.000000	[46.192851,48.337377,46.976784]	0.000000	[47.704001,48.652218,46.637817]
28	0.000000	[47.704001,48.652218,46.637817]	0.000000	[46.958649,44.671995,47.897590]
28	0.000000	[46.958649,44.671995,47.897590]	0.000000	[47.126277,45.707200,46.534876]
28	0.000000	[47.126277,45.707200,46.534876]	0.000000	[49.552658,46.255729,46.176426]
28	0.000000	[49.552658,46.255729,46.176426]	0.000000	[47.349412,46.244121,45.177571]
28	0.000000	[47.349412,46.244121,45.177571]	0.000000	[47.102255,45.946509,47.308622]
28	0.000000	[47.102255,45.946509,47.308622]	0.000000	[44.224519,45.808078,46.869386]
28	0.000000	[44.224519,45.808078,46.869386]	0.000000	[49.020977,48.613508,47.831814]
28	0.000000	[49.020977,48.613508,47.831814]	0.000000	[46.171542,48.439902,48.944789]
28	0.000000	[46.171542,48.439902,48.944789]	0.000000	[47.047955,48.459041,48.435009]
28	0.000000	[47.047955,48.459041,48.435009]	0.000000	[47.856414,46.320375,45.881862]
28	0.000000	[47.856414,46.320375,45.881862]	0.000000	[47.521428,47.848280,47.359631]
28	0.000000	[47.521428,47.848280,47.359631]	0.000000	[48.585428,46.637395,44.951131]
28	0.000000	[48.585428,46.637395,44.951131]	0.000000	[47.823676,49.384070,45.227069]
28	0.000000	[47.823676,49.384070,45.227069]	0.000000	[47.992993,47.685031,47.817907]
28	0.000000	[47.992993,47.685031,47.817907]	0.000000	[47.502266,48.223446,45.296016]
29	0.000000	[41.817043,49.155223,47.407312]	0.000000	[46.563724,43.021248,46.512821]
29	0.000000	[46.563724,43.021248,46.512821]	0.000000	[47.196239,49.281158,45.208114]
29	0.000000	[47.196239,49.281158,45.208114]	0.000000	[47.123342,49.194843,44.011565]
29	0.000000	[47.123342,49.194843,44.011565]	0.000000	[44.710325,47.055766,46.748513]
29	0.000000	[44.710325,47.055766,46.748513]	0.000000	[43.681824,41.034245,44.038487]
29	0.000000	[43.681824,41.034245,44.038487]	0.000000	[48.192144,40.542831,45.219244]
29	0.000000	[48.192144,40.542831,45.219244]	0.000000	[40.994026,46.231344,46.689159]
29	0.000000	[40.994026,46.231344,46.689159]	0.000000	[46.020500,45.104188,44.182181]
29	0.000000	[46.020500,45.104188,44.182181]	0.000000	[48.643639,43.882080,46.419785]
29	0.000000	[48.643639,43.882080,46.419785]	0.000000	[51.579336,47.196386,47.283073]
29	0.000000	[51.579336,47.196386,47.283073]	0.000000	[47.531440,46.059716,42.532431]
29	0.000000	[47.531440,46.059716,42.532431]	0.000000	[42.233818,51.989282,43.582288]
29	0.000000	[42.233818,51.989282,43.582288]	0.000000	[46.320060,50.470888,45.613955]
29	0.000000	[46.320060,50.470888,45.613955]	0.000000	[46.572769,48.244697,42.461236]
29	0.000000	[46.572769,48.244697,42.461236]	0.000000	[44.854264,48.304910,46.322493]
29	0.000000	[44.854264,48.304910,46.322493]	0.000000	[47.844185,45.358722,47.353200]
29	0.000000	[47.844185,45.358722,47.353200]	0.000000	[48.136522,45.415489,44.859734]
29	0.000000	[48.136522,45.415489,44.859734]	0.000000	[50.688665,45.715727,43.358961]
29	0.000000	[50.688665,45.715727,43.358961]	0.000000	[42.806150,46.051214,43.517405]
29	0.000000	[42.806150,46.051214,43.517405]	0.000000	[49.221536,47.811538,44.746955]
30	0.000000	[46.916185,51.943069,47.897384]	0.000000	[48.033162,49.613934,44.139971]
30	0.000000	[48.033162,49.613934,44.139971]	0.000000	[46.167436,45.431390,44.252491]
30	0.000000	[46.167436,45.431390,44.252491]	0.000000	[44.640871,51.607377,50.343934]
30	0.000000	[44.640871,51.607377,50.343934]	0.000000	[48.293967,48.998192,46.236142]
30	0.000000	[48.293967,48.998192,46.236142]	0.000000	[43.665778,46.386174,46.638177]
30	0.000000	[43.665778,46.386174,46.638177]	0.000000	[47.901804,46.592181,44.925057]
30	0.000000	[47.901804,46.592181,44.925057]	0.000000	[48.610161,46.549170,44.981153]
30	0.000000	[48.610161,46.549170,44.981153]	0.000000	[47.139649,49.549938,45.585764]
30	0.000000	[47.139649,49.549938,45.585764]	0.000000	[47.690792,46.148461,45.144558]
30	0.000000	[47.690792,46.148461,45.144558]	0.000000	[46.291132,49.234602,49.714429]
30	0.000000	[46.291132,49.234602,49.714429]	0.000000	[45.513184,45.275129,43.367971]
30	0.000000	[45.513184,45.275129,43.367971]	0.000000	[47.513623,48.795555,47.679206]
30	0.000000	[47.513623,48.795555,47.679206]	0.000000	[43.145578,47.055281,45.749819]
30	0.000000	[43.145578,47.055281,45.749819]	0.000000	[48.792725,45.055980,46.448473]
30	0.000000	[48.792725,45.055980,46.448473]	0.000000	[48.976792,48.380825,44.115078]
30	0.000000	[48.976792,48.380825,44.115078]	0.000000	[48.443284,47.400511,44.577572]
30	0.000000	[48.443284,47.400511,44.577572]	0.000000	[48.325959,46.447806,49.043646]
30	0.000000	[48.325959,46.447806,49.043646]	0.000000	[44.122226,46.341546,46.689245]
30	0.000000	[44.122226,46.341546,46.689245]	0.000000	[48.699925,48.682669,43.971319]
30	0.000000	[48.699925,48.682669,43.971319]	0.000000	[45.060989,45.366552,47.980213]
